Ticker,Type,Probability,Predicted Change,Predicted Variance,Confidence,Current Price,Target Price,SL Price,AIC Score
WELINV.NS,Short,0.44890508437996546,2.6335759641781755,6.9357223590970065,Low,1019.2000122070312,992.3586056586458,1035.3048561360624,4330.039507540169
VINATIORGA.NS,Short,0.4661030451978005,1.3751908539334678,1.8911498847422608,,,,,
DALBHARAT.NS,Short,0.4978196329385879,1.350132348699129,1.8228573590038266,,,,,
NAVNETEDUL.NS,Short,0.489018300184274,2.431462918270717,5.9120119229255526,Low,152.77000427246094,149.05545826833546,154.99873187493623,3761.543617860928
JUBLFOOD.NS,Short,0.4991117473405224,1.5737426088851185,2.476665799020539,Low,617.4000244140625,607.6837371625912,623.2297967649453,3486.961356141085
NTPCGREEN.NS,,,,,,,,,
VINCOFE.NS,,,,,,,,,
APTECHT.NS,Short,0.48151371213530314,2.6152987830449437,6.8397877245963645,Low,120.26000213623047,117.1148437638718,122.14709715964567,4169.049877856862
GRSE.NS,Short,0.49482962360648325,4.110629192921878,16.897272361701567,Low,2529.10009765625,2425.1381707237765,2591.477253815734,4564.040082264277
WEBELSOLAR.NS,Short,0.47224487347308697,2.3799558876873044,5.664190027337465,Medium,1235.199951171875,1205.8027372092492,1252.8382795494504,4508.179606777144
HEUBACHIND.NS,Long,0.5230722745253046,65982.87185119966,4353739377.731836,Low,516.7000122070312,341450.20692190545,-204043.40413361203,2958.018234124308
MICEL.NS,Short,0.48482623877510206,2.673531755529285,7.147772047823501,Low,57.29999923706055,55.76806556153969,58.219159442373055,4263.564867131694
TATACHEM.NS,Long,0.5008841645529812,1.658177916950011,2.7495540042606774,Low,919.8499755859375,935.1027247501736,910.6983260873958,3409.1007735091425
EMIL.NS,Short,0.49157050019746096,3.356025837293075,11.262909420578685,Low,140.44000244140625,135.72679967357763,143.26792410210342,1744.112540298251
SUNFLAG.NS,Short,0.46489318752513886,2.8329868805543326,8.025814665392968,Medium,262.3500061035156,254.91766484946953,266.80941085594327,4341.471080786981
LODHA.NS,Short,0.47051105105953184,2.2727939339641465,5.1655922662642215,Low,1135.800048828125,1109.9856542163975,1151.2886855951615,3510.7401658098156
YESBANK.NS,Short,0.4414752439665431,1.9019057788193896,3.6172455915065886,High,21.25,20.84584502200088,21.492492986799473,3666.1218188727153
AFSL.NS,Short,0.4354224492830708,2.735726367136118,7.484198755843783,Low,205.0500030517578,199.44039605245746,208.41576725133802,1436.5881203870185
SYNGENE.NS,Long,0.5030949195797844,1.6683295753080811,2.7833235718476423,Low,622.8499755859375,633.2411659384369,616.6152613744379,3291.900101823494
CDSL.NS,Short,0.481609202641671,1.9841909758845118,3.9370138287815313,Low,1458.5999755859375,1429.6585664961076,1475.9648210398354,3710.1274641617556
EUROPRATIK.NS,,,,,,,,,
