Ticker,Type,Probability,Predicted Change,Predicted Variance,Confidence,Current Price,Target Price,SL Price,AIC Score
INDIAMART.NS,Long,0.5187863823257864,1.8645325881472827,3.4764817722632047,Low,2376.699951171875,2421.014296283955,2343.464192337815,4272.911150757576
DEVYANI.NS,Short,0.4737690226786168,1.7529773703792901,3.072929661061891,Medium,177.00999450683594,173.90704935982149,179.33720336709678,3405.051092022868
AARTIIND.NS,Short,0.46476260277950093,1.9145343323334743,3.665441709683582,Medium,383.3500061035156,376.01063862366135,388.85453171340635,4384.663500584593
ALOKINDS.NS,Short,0.3814589112772676,2.777610741490363,7.715121431242644,Very High,18.0,17.500030066531735,18.3749774501012,5025.090303149678
DBCORP.NS,Short,0.4454110493934601,1.972988749081933,3.89268460400389,High,267.1499938964844,261.8791545737337,271.10312338854743,4833.824567619855
BIRLANU.NS,,,,,,,,,
BORORENEW.NS,Short,0.4856552140148601,2.991356335649907,8.948212726832839,Low,588.25,570.6533463555394,601.4474902333454,4852.815385394612
BODALCHEM.NS,Short,0.42028110939956226,1.7013727254152902,2.894669150787052,High,64.52999877929688,63.4321029803551,65.3534206285032,4665.7636105655765
JISLDVREQS.NS,Short,0.356627201426836,3.2499579269306014,10.562226526819051,Very High,33.66999816894531,32.57573739445628,34.49069374981208,5104.048233684122
LASA.NS,Short,0.3518449687527612,3.5134571480643295,12.344381131284331,Low,12.0,11.57838514223228,12.31621114332579,5379.533684717576
HIMATSEIDE.NS,Short,0.4938409279330536,3.044713750266691,9.270281821063058,Low,125.38999938964844,121.57223283677249,128.2533243043054,5173.873892614042
IPCALAB.NS,Short,0.425055599519538,2.2976186633242666,5.27905152205599,High,1348.4000244140625,1317.418933796856,1371.6358423769673,3965.307059281714
LGHL.NS,Short,0.4591126328542992,2.841618704400671,8.074796861199749,Low,938.25,911.5885125059607,958.2461156205295,3028.4444704588914
BRNL.NS,Short,0.41303400290500775,3.3601971592378628,11.290924948950204,Low,21.600000381469727,20.874197782256214,22.14435233087986,5054.168415893655
KOTARISUG.NS,Short,0.4414000724458755,2.448495395995393,5.995129704210635,High,31.450000762939453,30.679948942218363,32.02753962848027,4912.698444200099
GREENPLY.NS,Short,0.44347843892685473,2.0621931274416077,4.252640494867399,Low,316.95001220703125,310.4138908378725,321.8521032339003,4629.371958408688
DUCON.NS,Short,0.3727642069461504,4.055311479978326,16.445551199644004,Very High,5.449999809265137,5.228985341341211,5.615760660208081,5354.80044520396
HLEGLAS.NS,Short,0.44857320986990273,3.861665125993892,14.912457545317423,High,518.3499755859375,498.3330353481375,533.3626807642875,4066.701602435787
ASTEC.NS,Short,0.45947282376872345,2.5521147477580644,6.513289685724209,High,819.6500244140625,798.7316152609886,835.3388312788679,4651.425196266301
CHAMBLFERT.NS,Short,0.4457644873377132,1.8595697607616943,3.4579996951393053,High,532.7999877929688,522.8922003346287,540.2308283867238,4670.916741935037
AMRUTANJAN.NS,Short,0.45649599499405474,1.8038388416939495,3.2538345668037696,High,747.6500244140625,734.1636228737474,757.7648255692989,4035.1768896567824
ANTHEM.NS,,,,,,,,,
GREENLAM.NS,Short,0.41082913575097907,3.1535090517955053,9.944619339756187,High,247.39999389648438,239.59821269481722,253.25132979773474,4721.638667618053
ALEMBICLTD.NS,Short,0.4033211341210112,1.9997514488398427,3.99900585713705,Low,104.19000244140625,102.10646135803796,105.75265825393247,4625.298493836439
GLOSTERLTD.NS,Short,0.39469542709452393,4.8948152627402075e-123,2.395921645635449e-245,,,,,
DALMIASUG.NS,Short,0.48160633122784846,1.5928147275952664,2.5370587564443827,Low,363.3999938964844,357.6117052736209,367.741210363632,4800.386978616034
KRSNAA.NS,Short,0.4870948707096769,2.349509282944189,5.520193870640917,Low,846.7000122070312,826.8067168215375,861.6199837461515,3561.22756388209
JINDALPHOT.NS,Short,0.4324776267999325,3.301742488484332,10.90150346026271,High,1128.5999755859375,1091.3365106669928,1156.547574275146,5191.295728008695
KOTAKBANK.NS,Long,0.5187217402790247,1.2513242062443317,1.5658122691330068,,,,,
GOCLCORP.NS,Short,0.42291303707633493,3.0886241034331916,9.539598852308487,High,359.20001220703125,348.10567405046993,367.52076582445227,5037.388515795557
HNDFDS.NS,Short,0.4856655283682888,1.5641831618665054,2.4466689638666983,Low,541.2000122070312,532.7346527440694,547.5490318042526,1835.4786758882703
GOCOLORS.NS,Short,0.43772254883159056,1.5151627821483384,2.2957182564074934,High,706.1500244140625,695.4507020580093,714.1745161811025,2960.232430688163
BASML.NS,Short,0.3779202308750515,1.8602962076694767,3.460701980269437,Very High,26.670000076293945,26.1738590762892,27.0421058262975,5091.136309942294
ARISINFRA.NS,,,,,,,,,
CGPOWER.NS,Short,0.49570686105136597,1.6981006763081186,2.8835459068780898,Low,770.0999755859375,757.0229026922641,779.9077802561926,4581.6838142874885
IRCTC.NS,Short,0.47382562920751103,1.184402726680647,1.4028098189685514,,,,,
ARMANFIN.NS,Short,0.4662304913279748,3.1717697287537825,10.060123212238844,Medium,1529.699951171875,1481.181391179844,1566.0888711658981,4995.619646641504
BALPHARMA.NS,Short,0.4408482238336955,2.702597102268496,7.30403109719007,High,85.27999877929688,82.97522400347299,87.00857986116479,4742.0872075581565
FINEORG.NS,Short,0.41601838774021144,1.7967800957260542,3.2284187123973282,High,4729.60009765625,4644.619584494122,4793.335482527846,4258.357157606011
GALAPREC.NS,Short,0.4408639500921165,1.9961158627550137,3.984478537542193,High,796.0999755859375,780.2088976898779,808.0182840079823,256.70269722389423
ESAFSFB.NS,Short,0.44658140640840066,1.9110509167746998,3.6521156065054208,High,28.90999984741211,28.357515030288575,29.32436346025476,1113.7141488405118
APTUS.NS,Short,0.4906171672681889,1.9213503750627894,3.691587263753921,Low,320.75,314.5872686719861,325.37204849601045,3444.560539431437
ARENTERP.NS,Short,0.42598043508444505,2.793052771755101,7.801143785808853,Low,43.7400016784668,42.51832034922065,44.65626267540141,5467.203917698518
COALINDIA.NS,Long,0.5188570292701361,0.9806206706564985,0.9616168997188008,,,,,
AHLEAST.NS,Short,0.45414017301103754,2.2529480320876236,5.075774835287496,Low,153.0500030517578,149.60186601989318,155.63610582565627,4661.583685912507
CERA.NS,Short,0.4744463737175589,1.797581980603773,3.231300976991383,Medium,6122.5,6012.443043237534,6205.04271757185,4232.402462235558
CENTENKA.NS,Short,0.47779408702658466,1.6712675789754226,2.7931353205343705,Medium,486.45001220703125,478.3201308650932,492.5474232134848,4481.012411822161
DWARKESH.NS,Short,0.4152344498499959,2.5612655123903587,6.560081024960246,High,42.849998474121094,41.75249624114363,43.67312514885419,4675.30256576395
HDFCBANK.NS,Long,0.5121581396970134,0.9390518742113521,0.8818184224598529,,,,,
DHRUV.NS,Short,0.4297098952986896,2.2850525718399846,5.221465256072529,Low,56.25,54.96465792834001,57.214006553744994,3627.9927120779435
JLHL.NS,Short,0.4848295656062455,1.5677546254593815,2.457854565649286,Low,1518.800048828125,1494.9889908111427,1536.6583423408617,1115.1030755619809
AAATECH.NS,Short,0.4305000197411957,2.584203316820452,6.678106782665826,High,81.44999694824219,79.34516342555555,83.02862209025716,4734.4051108881395
FCSSOFT.NS,Short,0.260001372241976,1.2556118149812607,1.5765610299205357,,,,,
BLUEDART.NS,Short,0.46431591113561976,1.4748888850600324,2.1752972232736254,,,,,
GRAPHITE.NS,Short,0.48391499503777036,1.9018632431253288,3.6170837955511934,Low,572.0,561.1213422493231,580.1589933130076,4709.69088279943
ATL.NS,Short,0.41054764735554783,4.4145065430914485,19.48786801899721,High,37.79999923706055,36.13131579745199,39.05151181676696,1474.4669547913695
ATUL.NS,Short,0.4663100296758082,1.5900512498133261,2.52826297703292,Low,6264.0,6164.399189711693,6338.7006077162305,3944.1559036522203
AVL.NS,Short,0.42724808143969595,10.774752744898798,116.09529671370417,High,578.9500122070312,516.5695798751623,625.7353364559331,102.91397297161967
HBLENGINE.NS,,,,,,,,,
HITECHCORP.NS,Short,0.46418914710320797,2.3813488821477007,5.670822498506104,Medium,200.24000549316406,195.47159236074012,203.81631534248203,5049.59119558327
AWL.NS,Short,0.4688470218570061,5.752089829210217,33.086537403303616,Medium,252.8000030517578,238.25871978797454,263.70596549959527,3030.3720330856163
JUNIPER.NS,Short,0.4701607038342056,1.2336720649335398,1.521946763797384,,,,,
CALSOFT.NS,Short,0.4163946647918494,1.9375332301517192,3.7540350179421544,High,14.5600004196167,14.277895573176396,14.771579054446926,5167.382974507141
HGINFRA.NS,Short,0.4312898178435443,1.7975349494133428,3.2311318943624285,High,975.1500244140625,957.621361916007,988.2965212876042,4744.481059933249
DISHTV.NS,Short,0.3825731755232497,3.4254671037035394,11.733824878555115,Very High,5.170000076293945,4.992903424419048,5.302822565200118,5242.580028774675
ASAHIINDIA.NS,Short,0.49255745086697544,2.26453818587785,5.128133195298944,Low,913.5,892.8134436720059,929.0149172459957,4704.592341905391
ELGIRUBCO.NS,Short,0.4484520684249737,2.111404215237669,4.458027760123397,Low,69.80999755859375,68.33602632748429,70.91547598192585,5138.64979990177
JCHAC.NS,Short,0.4817679608780116,0.9594530949933278,0.9205502414922756,,,,,
AWHCL.NS,Short,0.43258932973736447,2.149827371702343,4.6217577281206035,Low,578.75,566.3078740862727,588.0815944352955,4497.978825552563
CHENNPETRO.NS,Short,0.4922605946302043,2.3993084004331453,5.756680800389058,Low,753.2999877929688,735.2259979053902,766.8554802086527,5155.431486600008
HDFCAMC.NS,Long,0.5161275836207828,1.7137070998022823,2.9367920239127496,Low,5790.0,5889.223641078552,5715.582269191086,4065.924793180565
