Ticker,Type,Probability,Predicted Change,Predicted Variance,Confidence,Current Price,Target Price,SL Price,AIC Score
MITTAL.NS,Short,0.3671874237067841,2.522345145821694,6.362225034650262,Very High,1.559999942779541,1.52065135994802,1.5855765216200297,4253.827890742781
TNPETRO.NS,Short,0.4371228097376998,2.69764252134802,7.277275172984902,High,107.33000183105469,104.43462206349655,109.21199867996748,3743.774896017874
ONGC.NS,Short,0.4820188746486221,1.0259906646832286,1.0526568440171333,,,,,
RKSWAMY.NS,Short,0.4676379872310259,8.38791107089975,70.3570521333226,Low,143.9199981689453,131.84811670929363,151.7667211177189,71.20957245880038
EXCELINDUS.NS,Short,0.4352117039490157,1.9968596614230854,3.987448507418719,High,1131.0,1108.415517229305,1145.679913800952,3963.301857800825
DPABHUSHAN.NS,Long,0.5021828567010396,2.9083609478840264,8.458563403176873,Low,1424.9000244140625,1466.3412602705112,1397.9632211073708,4069.228767056469
SHREYANIND.NS,Short,0.4773869985464694,2.1772847280253362,4.740568786892362,Low,222.52000427246094,217.67511020263532,225.6691854178476,4035.927663502303
BALAMINES.NS,Short,0.47767945501332904,1.9680719032409675,3.8733070163265237,Medium,1401.9000244140625,1374.309623922041,1419.8337847338764,3700.931659315301
IMFA.NS,Short,0.4565945200175541,2.6341162163288967,6.9385682411268625,High,1136.300048828125,1106.36858497579,1155.7555003321427,4085.337888272616
MURUDCERA.NS,Long,0.5600279182224718,3.6513219923502094,13.332152291820302,High,42.459999084472656,44.0103503689957,41.45227074953267,4208.404877237643
SURYAROSNI.NS,Short,0.4538738860484175,2.6964096961748556,7.270625249625776,Low,286.79998779296875,279.06668511349085,291.8266345346294,4226.562278493116
SABTNL.NS,Long,0.6218687927192792,7.561205834041955,57.17183366475009,Very High,887.1500244140625,954.2292638167633,843.5485188023071,2234.2843116985923
TARC.NS,Short,0.4791516546401951,2.4755629347789103,6.128411844051172,Medium,158.75999450683594,154.82979092756767,161.3146268333603,4001.6462568806724
ORIENTTECH.NS,,,,,,,,,
SOUTHWEST.NS,Short,0.46431267818262095,2.3911441832175226,5.717570504934993,Medium,131.88999938964844,128.73631934099723,133.9398914212717,4259.402617576279
XELPMOC.NS,Short,0.44472395234220563,2.985667755293709,8.914211945000577,High,102.83999633789062,99.769535727685,104.83579573452428,4251.246830825992
